Gender,Age,Country
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,80+,United States of America
Male,80+,United States of America
Prefer not to say,80+,United States of America
Male,70-79,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,70-79,United States of America
Male,18-21,United States of America
Male,70-79,United States of America
Male,70-79,United States of America
Male,70-79,United States of America
Male,70-79,United States of America
Prefer not to say,80+,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Female,80+,United States of America
Prefer to self-describe,80+,United States of America
Prefer not to say,80+,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Prefer not to say,80+,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Prefer not to say,80+,United States of America
Prefer not to say,80+,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,70-79,United States of America
Male,18-21,United States of America
Male,70-79,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,70-79,United States of America
Male,18-21,United States of America
Male,70-79,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Male,70-79,United States of America
Male,70-79,United States of America
Female,18-21,United States of America
Male,70-79,United States of America
Male,60-69,United States of America
Male,70-79,United States of America
Male,70-79,United States of America
Female,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,70-79,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,70-79,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Male,70-79,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Female,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Female,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Female,60-69,United States of America
Female,18-21,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Male,60-69,United States of America
Female,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Female,60-69,United States of America
Female,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Prefer not to say,60-69,United States of America
Female,18-21,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Female,18-21,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Female,18-21,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Female,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Female,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Female,18-21,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Female,18-21,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Female,60-69,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Female,60-69,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Prefer not to say,60-69,United States of America
Male,60-69,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Female,18-21,United States of America
Female,55-59,United States of America
Male,55-59,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Female,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Female,50-54,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Prefer not to say,50-54,United States of America
Female,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,50-54,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Prefer to self-describe,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Female,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Prefer not to say,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Female,50-54,United States of America
Male,22-24,United States of America
Female,50-54,United States of America
Female,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,50-54,United States of America
Male,50-54,United States of America
Female,50-54,United States of America
Prefer not to say,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Female,50-54,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Prefer not to say,50-54,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,45-49,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Prefer not to say,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Prefer not to say,45-49,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,45-49,United States of America
Male,45-49,United States of America
Male,45-49,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,45-49,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,45-49,United States of America
Female,45-49,United States of America
Male,45-49,United States of America
Female,22-24,United States of America
Female,45-49,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Female,45-49,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,45-49,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,45-49,United States of America
Male,22-24,United States of America
Male,45-49,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,45-49,United States of America
Male,45-49,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,45-49,United States of America
Male,22-24,United States of America
Male,45-49,United States of America
Male,22-24,United States of America
Male,45-49,United States of America
Male,22-24,United States of America
Male,45-49,United States of America
Female,45-49,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Female,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Prefer not to say,50-54,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,45-49,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,45-49,United States of America
Female,22-24,United States of America
Male,45-49,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,45-49,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Female,25-29,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Female,50-54,United States of America
Male,22-24,United States of America
Female,50-54,United States of America
Female,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Female,50-54,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Female,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,50-54,United States of America
Female,22-24,United States of America
Female,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Female,18-21,United States of America
Male,18-21,United States of America
Male,50-54,United States of America
Male,18-21,United States of America
Male,50-54,United States of America
Male,18-21,United States of America
Male,22-24,United States of America
Male,18-21,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Female,50-54,United States of America
Female,18-21,United States of America
Female,50-54,United States of America
Male,18-21,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Prefer not to say,50-54,United States of America
Prefer not to say,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Prefer not to say,50-54,United States of America
Male,22-24,United States of America
Female,50-54,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,50-54,United States of America
Prefer not to say,18-21,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Female,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,18-21,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,18-21,United States of America
Male,50-54,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Male,50-54,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,50-54,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Female,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,55-59,United States of America
Male,55-59,United States of America
Male,55-59,United States of America
Male,18-21,United States of America
Female,18-21,United States of America
Male,50-54,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Female,50-54,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,18-21,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Female,50-54,United States of America
Male,18-21,United States of America
Male,50-54,United States of America
Male,18-21,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Female,50-54,United States of America
Male,50-54,United States of America
Male,18-21,United States of America
Male,50-54,United States of America
Female,50-54,United States of America
Prefer not to say,50-54,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,18-21,United States of America
Male,50-54,United States of America
Male,18-21,United States of America
Male,50-54,United States of America
Male,18-21,United States of America
Male,50-54,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,50-54,United States of America
Female,50-54,United States of America
Male,18-21,United States of America
Male,50-54,United States of America
Female,18-21,United States of America
Male,50-54,United States of America
Female,50-54,United States of America
Male,18-21,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,18-21,United States of America
Male,18-21,United States of America
Male,50-54,United States of America
Female,18-21,United States of America
Male,18-21,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Female,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Female,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,50-54,United States of America
Male,50-54,United States of America
Female,50-54,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Female,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Female,22-24,United States of America
Female,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Female,50-54,United States of America
Male,50-54,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,22-24,United States of America
Male,50-54,United States of America
Male,50-54,United States of America
Female,25-29,United States of America
Male,35-39,United States of America
Male,25-29,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Prefer not to say,35-39,United States of America
Female,30-34,United States of America
Female,35-39,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,35-39,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Female,35-39,United States of America
Female,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Prefer not to say,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,35-39,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,35-39,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,35-39,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Prefer to self-describe,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Prefer not to say,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,35-39,United States of America
Female,35-39,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,35-39,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Female,35-39,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,35-39,United States of America
Female,35-39,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,35-39,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Female,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Female,30-34,United States of America
Male,35-39,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,35-39,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Female,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Female,35-39,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,35-39,United States of America
Female,35-39,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Female,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Male,35-39,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,30-34,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Male,35-39,United States of America
Female,30-34,United States of America
Male,35-39,United States of America
Male,30-34,United States of America
Male,30-34,United States of America
Female,35-39,United States of America
Male,30-34,United States of America
